URL
"['https://www.healthgrades.com/providers/allan-smith-xvmwd', 'https://www.healthgrades.com/providers/alan-smith-x3s86', 'https://npidb.org/doctors/eye_and_vision/corneal-and-contact-management_152wc0802x/1942316054.aspx']"
URL
"['https://leadferret.com/directory/person/alan-smith/28587356', 'http://www.superdoctors.com/contact.html', 'https://www.umm.edu/contact-us']"
URL
"['https://www.healthcare6.com/physician/owosso-mi/howard-alan-foote-373836.html', 'https://www.drscottandtrommater.com/', 'https://www.linkedin.com/in/alan-lewis-36a55022']"
URL
"['https://www.medicarelocations.com/ms/doctor/oscar-smith-1003917360.html', 'http://www.getoptometrist.com/doctor/optometrist-152W00000X/dr-jeffrey-alan-smith-1609869981/info', 'https://www.eyeglasses.com/eye-doctors/oklahoma/stillwater/eddie-alan-smith-od/']"
